sep=;
valueInCurrency;valueToReimburse;VatAvgRate;currency;dayInvoice;hourInvoice;dayCreation;hourCreation;Name_EN;merchantCountry;merchantCity;hasPhoto;MerchantName;Source;validated
200;200;20;EUR;Thursday;11;Thursday;3;Flight;FR;null;false;null;11;1
50;50;20;EUR;Thursday;17;Wednesday;16;Fuel;FR;Nanterre;false;Station Bp;13;1
71,15;71,15;null;EUR;Tuesday;11;Tuesday;15;Autres frais;FR;Strasbourg;false;Annonces-legales;11;1
250;250;10;EUR;Sunday;10;Thursday;15;Flight;FR;null;false;Expensya;null;1
40;40;null;EUR;Thursday;8;Wednesday;8;Transportation;FR;;false;;13;1
45;45;null;EUR;Tuesday;10;Tuesday;14;Transportation;FR;Paris;false;Sncf;11;1
61,84;61,84;null;USD;Tuesday;18;Monday;14;Lunch;US;null;false;Each Longhorn;13;1
95,04;95,04;null;EUR;Wednesday;11;Monday;11;Mileage expense;FR;TrÃ¨bes;true;null;11;1
166,78;166,78;null;EUR;Saturday;12;Friday;17;Meals;FR;null;false;null;null;1
74,86;74,86;null;CHF;Thursday;10;Saturday;11;Meal expenses;CH;Schaffhausen;false;Santa Lucia;13;1
164;164;7,7;CHF;Monday;16;Monday;16;Meal expenses;CH;ZÃ¼rich;false;Park Hyatt Zurich;13;1
161,8;161,8;20;EUR;Tuesday;10;Monday;8;FOURNITURES ENTRETIEN PETIT EQUIPEMENT;FR;null;false;null;11;1
147,98;147,98;20;EUR;Thursday;3;Thursday;14;FOURNITURES ENTRETIEN PETIT EQUIPEMENT;FR;Saran;false;Darty;12;1
1300;1000;null;EUR;Friday;11;Friday;18;RENT;FR;null;false;null;11;1
1300;1000;null;EUR;Friday;11;Friday;18;RENT;FR;null;false;null;11;1
4;4;null;EUR;Wednesday;11;Wednesday;14;Diesel;FR;null;false;null;11;1
37,81;37,81;20;EUR;Monday;6;Tuesday;9;Gasoil;FR;;false;Auchan;13;1
9,7;9,7;5,5;EUR;Thursday;6;Thursday;15;Meals;FR;Marseille;false;lidl 2943;12;1
323,5;323,5;null;EUR;Wednesday;11;Wednesday;10;Usability;FR;null;false;null;11;1
66,32;66,32;null;EUR;Sunday;1;Sunday;10;Lodging;FR;;false;Ibis Hotels;12;1
230,07;230,07;null;TRY;Tuesday;18;Thursday;9;Meals;TR;Karby;false;Denizrestaurant;13;1
148;148;20;EUR;Tuesday;11;Friday;14;FG - CARBURANT;FR;Paris;false;SAS GO2ROUES;11;1
1169;1169;20;EUR;Thursday;17;Saturday;16;Miscellaneous (to be broken down);FR;Leers;false;Auchan;13;1
10,6;10,6;5,5;EUR;Thursday;7;Thursday;10;Meals;FR;;false;Ange;13;1
1,9;1,9;10;EUR;Thursday;14;Friday;11;Transportation;FR;Clichy;false;Ratp;13;1
385;385;null;EUR;Friday;7;Friday;15;Hotel;FR;;false;Hotelmartinezgrenay;13;1
100;100;null;EUR;Saturday;10;Sunday;6;Postal charges;FR;Paris;false;La Poste;12;1
22;22;20;EUR;Sunday;10;Sunday;8;Meals;FR;null;false;null;null;1
102;102;null;EUR;Monday;14;Wednesday;19;Transportation;FR;;false;;12;1
378;378;5,5;EUR;Wednesday;15;Thursday;13;Meals;FR;Paris;false;Hugovictor;13;1
7,78;7,78;5,5;EUR;Friday;10;Monday;18;Meals;FR;Montpellier;false;Monoprix;13;1
9,51;9,51;5,5;EUR;Thursday;10;Monday;18;Meals;FR;Montpellier;false;Monoprix;13;1
13;13;10;EUR;Monday;17;Monday;18;Meals;FR;Castelnau Le Lez;false;Burger;13;1
100,12;100,12;null;EUR;Thursday;16;Thursday;16;Flight;FR;null;false;null;null;1
41,6;41,6;null;EUR;Thursday;9;Wednesday;14;Parking;FR;Rennes;false;CrÃ©dit Agricole;11;1
32,4;32,4;null;EUR;Friday;7;Friday;7;Mileage expense;FR;Cusset;true;null;13;1
171,3;171,3;null;EUR;Thursday;11;Tuesday;9;Mileage expense;FR;Limoges;true;null;11;1
24,99;24,99;20;EUR;Thursday;10;Thursday;6;Phone;FR;null;false;null;11;1
19,5;19;20;EUR;Tuesday;17;Wednesday;17;Lunch and dinner;FR;;false;;13;1
25;25;null;EUR;Tuesday;10;Monday;22;Electricity;FR;null;false;null;11;1
34;34;null;EUR;Wednesday;10;Friday;22;Electricity;FR;null;false;null;11;1
45,3;45,3;10;EUR;Wednesday;12;Thursday;10;Taxi;FR;Gentilly;false;Uber;13;1
90;90;null;EUR;Tuesday;10;Tuesday;6;Perdiem pour Repas;FR;null;false;null;11;1
199;199;null;EUR;Thursday;10;Wednesday;11;Fuel;FR;null;false;null;11;1
35;35;10;EUR;Monday;13;Monday;9;Lunch Province;FR;Metz;false;El Theatris;11;1
32;32;null;EUR;Wednesday;17;Wednesday;17;Mileage expense;FR;Saint-Nicolas-de-Port;true;null;12;1
19,81;19,81;null;EUR;Wednesday;11;Sunday;8;Mileage expense;FR;Dombasle-sur-Meurthe;true;null;11;1
65,79;65,79;null;EUR;Tuesday;10;Monday;6;Equipment;FR;Toulouse;false;Castorama;12;1
112;112;5,5;EUR;Wednesday;11;Wednesday;13;Restauration;FR;null;false;null;13;1
36;36;20;EUR;Thursday;5;Thursday;8;Transportation;FR;Paris;false;Votre Recapitulatif De Commande;12;1
100;100;null;EUR;Monday;11;Monday;15;Car;IT;null;false;null;11;1
50;50;20;EUR;Sunday;7;Thursday;14;Taxi;FR;Concarneau;false;S.l.a. 4;13;1
30,31;30,31;10;EUR;Tuesday;2;Monday;14;Taxi;FR;Montreuil;false;Fournisseur;13;1
150;150;30;EUR;Thursday;11;Thursday;17;Flight;DE;null;false;null;11;1
102;102;11,5;EUR;Friday;13;Friday;15;Dinner;FR;Paris;false;Sas La Boutique Des Vins;13;1
244,5;244,5;null;EUR;Tuesday;11;Tuesday;17;Repas avec invitÃ© Midi;FR;null;false;null;11;1
715;715;null;EUR;Friday;0;Thursday;7;HOTEL;FR;Marseille;false;M Arnoux Serge;0;1
56,55;56,55;10;EUR;Wednesday;12;Wednesday;15;HOTEL;FR;Roanne;false;Ibis Hotels;12;1
918;918;20;EUR;Thursday;1;Friday;9;Car;FR;Toulouse;false;Laura;12;1
12;6;null;EUR;Monday;11;Monday;10;CatÃ©gorie avec taux de remboursement;DE;null;false;null;11;1
27,38;27,38;null;EUR;Wednesday;10;Thursday;11;Mileage expense;FR;SupermarchÃ©s Match - Frunshopping, Saint-Nicolas-de-Port, France;true;null;11;1
420,27;420,27;null;USD;Wednesday;11;Monday;8;Flight;FR;null;false;null;11;1
10,2;10,2;null;EUR;Saturday;0;Tuesday;12;Flight;FR;null;false;null;null;1
139,5;139,5;null;EUR;Wednesday;0;Wednesday;10;Taxi;FR;Maisons Alfort;false;Sweet Driver;11;1
52;52;10;EUR;Friday;12;Wednesday;14;Meals;ES;Madrid;false;Fatigas Del Querer;12;1
229,99;229,99;20;EUR;Wednesday;10;Thursday;16;Services;FR;null;false;null;11;1
30,8;30,8;20;EUR;Monday;11;Monday;12;Equipment;FR;Toulouse;false;Castorama;13;1
23,4;23,4;1,5;EUR;Friday;12;Friday;13;Restaurant - Breakfast;FR;Lorient;false;Le Bouche Ã€ Oreille;11;1
68,08;68,08;19;EUR;Friday;18;Friday;14;Fuel;DE;Hopsten;false;Shell;13;1
40,67;40,67;16;EUR;Tuesday;15;Wednesday;15;Fuel;DE;IbbenbÃ¼ren;false;KTS Kreling-Tank-Service;12;1
45,19;45,19;16;EUR;Saturday;14;Wednesday;16;Fuel;DE;IbbenbÃ¼ren;false;T-Tankstelle Ihn. JÃ¶rg Thiel;12;1
251,12;251,12;null;EUR;Wednesday;3;Monday;15;01-Airbnb;MU;Luxembourg;false;Airbnb;13;1
499,99;499,99;null;EUR;Monday;10;Thursday;20;APROD - STUDIO & LOCATION;FR;null;false;LOCATION;11;1
9,8;9,8;null;EUR;Monday;11;Monday;10;07 - Bus - Metro;FR;null;false;null;11;1
39,9;39,9;20;EUR;Thursday;1;Thursday;18;Phone;FR;Paris;false;Bouygues;11;1
45,25;45,25;20;EUR;Monday;22;Thursday;18;Phone;FR;Paris;false;Bouygues;11;1
130,5;130,5;10,8;EUR;Wednesday;13;Wednesday;19;Meals;FR;;false;Le Marbotte;13;1
9,2;9,2;10;EUR;Tuesday;10;Wednesday;21;Meals;FR;Romans;false;Mc Donald's;13;1
25;25;null;EUR;Thursday;10;Tuesday;15;FG - TELEPHONE;FR;null;false;TELEPHONE;11;1
29;29;null;EUR;Monday;11;Thursday;11;FG - TELEPHONE;FR;null;false;SFR;11;1
1500;1500;null;EUR;Monday;10;Monday;13;Flight;FR;null;false;null;11;1
200;200;20;EUR;Thursday;11;Thursday;17;Flight;FR;null;false;null;11;1
39,95;39,95;20;EUR;Tuesday;10;Tuesday;14;Misc;FR;null;false;null;11;1
45,22;45,22;null;EUR;Monday;10;Tuesday;8;Misc;FR;null;false;null;11;1
7,92;7,92;20;EUR;Friday;10;Friday;12;Misc;FR;null;false;null;11;1
10899;10899;null;EUR;Monday;23;Thursday;1;Fuel AC;AT;Schwechat;false;Vienna Aircraft Handling Gmbh;13;1
32,62;32,62;13,5;EUR;Saturday;18;Thursday;9;Meals;ES;;false;Carrefour;12;1
60;60;null;EUR;Tuesday;11;Tuesday;13;Indemnites kilometriques ODM;FR;null;false;null;11;1
7,4;7,4;null;EUR;Tuesday;11;Tuesday;20;Parking fees;FR;null;false;null;11;1
13,1;13,1;null;EUR;Thursday;10;Tuesday;20;Parking fees;FR;null;false;null;11;1
10,2;10,2;null;EUR;Saturday;0;Monday;16;Flight;FR;null;false;null;null;1
22,1;22,1;10;EUR;Wednesday;15;Wednesday;16;Taxi;FR;Paris;false;Transport 1 Ea;12;1
100,12;100,12;null;EUR;Sunday;3;Sunday;3;Flight;FR;null;false;null;null;1
178,69;178,69;20;GBP;Tuesday;23;Tuesday;12;Lodging;GB;London;false;Room Number K1;11;1
257,77;257,77;null;USD;Thursday;13;Monday;18;Misc;US;null;false;Paypal;11;1
11,7;11,7;5,5;EUR;Thursday;11;Thursday;20;Meals;FR;Paris;false;Monoprix;13;1
11,28;11,28;null;USD;Monday;18;Tuesday;20;Meals;US;Sandwich;false;Thank You;13;1
12,05;12,05;null;CZK;Tuesday;17;Wednesday;6;Meals;CZ;Plzen;false;Mcdonald's;13;1
10,5;10,5;null;EUR;Tuesday;18;Tuesday;20;Meals;IT;Montecchio Maggiore;false;King Kebab & Bangla Fast Food;13;1
35,14;35,14;20;EUR;Friday;11;Monday;15;Postal charges;FR;BÃ©thune;false;La Poste;13;1
10,2;10,2;null;EUR;Saturday;0;Thursday;16;Flight;FR;null;false;null;null;1
245,38;245,38;null;EUR;Thursday;0;Wednesday;16;Mileage expense;FR;6 Rue Jules CÃ©sar, Paris, France;false;null;12;1
1,7;1,7;null;EUR;Wednesday;11;Wednesday;8;Public transportation;FR;null;false;null;11;1
39;39;null;USD;Friday;18;Friday;17;Flight;US;null;false;null;11;1
40;40;null;USD;Sunday;18;Monday;4;Flight;US;;false;Delta Airlines;13;1
281;281;null;EUR;Thursday;11;Friday;10;Meal;MC;monaco;false;mada one  sbm;11;1
35;35;20;EUR;Monday;0;Thursday;13;Telecommunication costs;FR;Paris;false;Sfr;11;1
36,99;36,99;20;EUR;Thursday;1;Tuesday;14;Telecommunication costs;FR;Paris;false;Bouygues;11;1
182,38;182,38;20;EUR;Friday;8;Friday;6;Internet;FR;Paris;false;Free;12;1
322,37;322,37;20;EUR;Wednesday;1;Thursday;21;Internet;FR;;false;Orange;12;1
79,02;79,02;20;EUR;Wednesday;16;Monday;21;Diesel;FR;;false;intermarche vl;13;1
40,4;40,4;20;EUR;Thursday;13;Thursday;13;Equipment;FR;thones;false;La Librairie des aravis;12;1
102,3;76;1,121;EUR;Thursday;12;Wednesday;19;Meal;FR;;false;CafÃ© Du Nord;13;1
689;689;25;SEK;Tuesday;22;Wednesday;14;Rent;SE;null;false;Circle H;13;1
250,7;250,7;11,1;EUR;Friday;13;Saturday;7;Meals;FR;;false;Le Poisson D'avril;12;1
100;100;20;EUR;Saturday;11;Monday;15;Water (utility);FR;null;false;null;11;1
40,11;40,11;null;EUR;Monday;11;Wednesday;12;35-Mileage allowance;FR;Aix-en-Provence;true;null;11;1
107,19;107,19;null;CAD;Wednesday;17;Friday;18;35-Mileage allowance;CA;J7N 3C6;true;null;11;1
45,24;45,24;null;EUR;Monday;11;Tuesday;9;35-Mileage allowance;FR;Marcoussis;true;null;11;1
191,25;180;null;EUR;Friday;8;Wednesday;16;Hotel;FR;Reims;false;Hotel De La Paix;11;1
85,42;85,42;null;EUR;Tuesday;15;Saturday;13;Lodging;FR;Saint Paul;false;Airbnb;12;1
42,73;42,73;4;MUR;Wednesday;18;Tuesday;0;18-Lunch;MU;Canton;false;House Of Canton Mauritius;11;1
43,2;43,2;10;EUR;Thursday;12;Monday;7;18-Lunch;FR;;false;Batignolles;13;1
50,42;50,42;null;CAD;Tuesday;17;Wednesday;14;18-Lunch;CA;null;false;null;11;1
42,5;42,5;1,573;EUR;Tuesday;12;Thursday;10;18-Lunch;FR;Saint Andre;false;L'essentiel;13;1
58,3;58,3;13,2;EUR;Wednesday;12;Wednesday;12;18-Lunch;FR;Levallois Perret;false;Le Soleil;13;1
25,27;25,27;null;CAD;Monday;18;Monday;22;18-Lunch;CA;Toronto;false;Thai Express;13;1
446,9;446,9;1,411;EUR;Wednesday;13;Thursday;16;18-Lunch;FR;Lyon;false;Restaurant LÃ©on;13;1
36,45;36,45;null;EUR;Tuesday;16;Thursday;16;Mileage;FR;null;true;null;13;1
10,91;10,91;null;EUR;Tuesday;11;Thursday;8;Mileage;FR;AvrillÃ©;true;null;11;1
22,62;22,62;null;EUR;Friday;11;Thursday;13;Mileage;FR;SÃ¨vremoine;true;null;11;1
61,1;61,1;null;EUR;Friday;6;Friday;7;Mileage;FR;Saint-Cyr-l'Ã‰cole;true;null;12;1
101,61;101,61;null;EUR;Friday;11;Friday;10;Mileage;FR;Saint-Martin-des-Champs;true;null;11;1
76,17;76,17;21,2;EUR;Monday;11;Monday;12;Services;FR;null;false;null;11;1
47,1;47,1;null;EUR;Friday;11;Tuesday;13;FG - TAXIS, VTC, AVION, TRAINS;FR;null;false;VÃ‰LIGO;11;1
10,45;10,45;null;EUR;Tuesday;11;Wednesday;8;Lunch Paris/IDF alone;FR;Paris;false;La Convention;13;1
11;11;null;EUR;Wednesday;10;Wednesday;16;Flight;FR;null;false;null;11;1
7,5;7,5;20;EUR;Thursday;10;Thursday;13;Parking;FR;Nancy;false;Indigo;12;1
359,48;359,48;20;EUR;Tuesday;16;Thursday;6;Equipment;FR;Lyon;false;Fnac;13;1
92,73;92,73;null;EUR;Thursday;10;Tuesday;14;Lunch Province with guests;FR;null;false;null;11;1
46,2;46,2;20;EUR;Tuesday;11;Friday;9;Toll;FR;null;false;null;11;1
9,1;9,1;20;EUR;Monday;10;Friday;14;Toll;FR;null;false;null;11;1
3,1;3,1;10;EUR;Thursday;7;Tuesday;13;Public transport;FR;null;false;Citura;11;1
34,08;34,08;20;EUR;Thursday;15;Wednesday;9;Meals;FR;Poitiers;false;Maison Grassin Dalbe;0;1
279,72;279,72;null;EUR;Wednesday;4;Wednesday;4;Equipment;FR;;false;;null;1
10;10;10;EUR;Wednesday;9;Wednesday;9;Meals;FR;null;false;Haute Bornf;null;1
13,06;13,06;null;EUR;Tuesday;21;Sunday;21;Mileage expense;FR;Villerupt;true;null;12;1
2,7;2,7;null;EUR;Monday;0;Monday;11;Crew transfer;AT;Graz;false;Verkehrsverbund Graz Linien;12;1
117,97;117,97;null;EUR;Monday;8;Monday;13;FG - REPAS, DEJEUNER, DINER;FR;null;false;CATERING;11;1
14,9;14,9;null;EUR;Thursday;10;Thursday;19;Parking / Taxi / Public Transportation;FR;Paris;false;Comutitres;12;1
13,51;13,51;23;EUR;Friday;9;Friday;9;Equipment;PT;Corroios;false;Mauser.pt Tudo Para;13;1
10,7;10,7;10;EUR;Wednesday;13;Thursday;15;Meals;ES;;false;Terminal;13;1
272;272;null;EUR;Wednesday;14;Thursday;15;Meals;FR;Paris;false;Ibis;13;1
13,71;13,71;null;EUR;Monday;10;Monday;7;Mileage expense;FR;Portes-lÃ¨s-Valence;true;null;11;1
22,47;22,47;null;EUR;Thursday;11;Thursday;11;Mileage expense;FR;Valence;true;null;13;1
13,5;13,5;6;EUR;Sunday;3;Monday;17;Representation Expenses;PT;Porto;true;Ourivesariakiko;11;1
31,99;31,99;20;EUR;Thursday;4;Friday;9;Internet;FR;null;false;Orange;11;1
37,97;37,97;3,83;EUR;Monday;11;Tuesday;7;Internet;FR;null;false;null;null;1
29,99;29,99;20;EUR;Friday;1;Monday;8;Internet;FR;Roubaix;false;Ovh;11;1
29,99;29,99;20;EUR;Monday;1;Monday;8;Internet;FR;Landivisiau;false;SFR;11;1
42,99;42,99;20;EUR;Tuesday;3;Monday;8;Internet;FR;Paris;false;Bouygues;11;1
29,99;29,99;20;EUR;Saturday;11;Thursday;15;Internet;FR;null;false;null;11;1
47,99;47,99;20;EUR;Wednesday;0;Tuesday;7;Internet;FR;;false;Orange;null;1
19,99;19,99;20;EUR;Wednesday;11;Friday;12;Internet;FR;null;false;null;11;1
35,98;35,98;20;EUR;Monday;22;Wednesday;22;Internet;FR;Paris;false;Free;5;1
35,98;35,98;20;EUR;Sunday;22;Wednesday;7;Internet;FR;null;false;Free;null;1
39,99;39,99;3,679;EUR;Wednesday;4;Monday;17;Internet;FR;Paris;false;Free;null;1
41,46;41,46;20;EUR;Monday;3;Friday;21;Internet;FR;Dammarie Les Lys;false;Orange;11;1
39,9;39,9;20;EUR;Friday;5;Tuesday;9;Internet;FR;Villeneuve d'Ascq Cedex;false;NordNet;11;1
35,98;35,98;20;EUR;Tuesday;9;Friday;9;Internet;FR;null;false;Free;null;1
42,99;42,99;20;EUR;Tuesday;2;Thursday;7;Internet;FR;Paris;false;Bouygues;11;1
29,99;29,99;20;EUR;Monday;10;Monday;11;Internet;FR;null;false;null;null;1
32,99;32,99;20;EUR;Saturday;2;Monday;8;Internet;FR;Paris;false;Bouygues;11;1
35,99;35,99;20;EUR;Thursday;1;Monday;15;Internet;FR;Dammarie Les Lys;false;Orange;11;1
9,92;9,92;null;EUR;Monday;11;Wednesday;15;Mileage expense;ES;Alonsotegi Elkartegia, Loibe Kalea, AlonsÃ³tegui, EspaÃ±a;true;null;11;1
101,5;101,5;null;EUR;Tuesday;10;Thursday;9;Mileage expense;ES;P4Q Electronics, S.L., AlonsÃ³tegui, EspaÃ±a;true;null;11;1
12,9;12,9;13;EUR;Sunday;6;Monday;8;Meals;PT;opporto;false;Areas Portugal;12;1
12,5;12,5;4;EUR;Monday;13;Monday;13;Meals;ES;AlmerÃ­a;false;Bar-restaurante La Cuesta;12;1
112,28;112,28;5,5;EUR;Wednesday;11;Friday;11;Meals;FR;null;false;null;11;1
12,4;12,4;5,5;EUR;Tuesday;11;Tuesday;14;Meals;FR;null;false;null;11;1
13,1;13,1;10;EUR;Tuesday;13;Tuesday;13;Meals;ES;Santander;false;Santander;12;1
92,5;92,5;11,5;EUR;Tuesday;13;Wednesday;10;RESTAURATION DEJEUNER;FR;;false;Eaba-conbconbonnea;13;1
21,24;21,24;20;EUR;Tuesday;10;Thursday;13;Equipment;FR;null;false;Leclerc;12;1
200;200;20;EUR;Friday;11;Friday;3;Flight;FR;null;false;null;11;1
10;10;3;EUR;Wednesday;0;Wednesday;17;Phone;LU;Luxembourg;false;NumÃ©ro De;11;1
200;200;20;EUR;Wednesday;11;Wednesday;9;Flight;FR;null;false;null;11;1
34,69;34,69;null;GBP;Tuesday;11;Tuesday;9;Meals;FR;null;false;null;11;1
146;146;null;EUR;Sunday;13;Tuesday;17;Transportation;NL;Rotterdam;false;Kundenbeleg;12;1
971,17;971,17;null;SGD;Thursday;16;Tuesday;16;Misc;SG;;false;Kahoot;13;1
172,49;172,49;null;SGD;Monday;4;Monday;7;Misc;SG;Singapore;false;Grab;11;1
18105,49;18105,49;7;SGD;Sunday;12;Tuesday;0;Misc;SG;;false;The Shilla;13;1
408,88;408,88;null;EUR;Friday;10;Monday;8;Misc;FR;Paris;false;Lamartine;13;1
578,36;578,36;null;CNY;Friday;12;Friday;6;Misc;SG;Singapore;false;Pd To @ Terwin He;13;1
26,88;26,88;null;EUR;Saturday;10;Saturday;9;Mileage expense;FR;GuÃ©menÃ©-sur-Scorff;true;null;11;1
92,02;92,02;null;EUR;Thursday;11;Thursday;18;Mileage expense;FR;Orvault;true;null;11;1
19,28;19,28;null;EUR;Tuesday;11;Tuesday;14;Mileage expense;FR;PaimbÅ“uf;true;null;11;1
128,82;128,82;null;EUR;Thursday;11;Thursday;17;Mileage expense;FR;Orvault;true;null;11;1
21,5;21,5;null;EUR;Thursday;10;Friday;15;Mileage expense;FR;Guichen;true;null;11;1
140,35;140,35;null;EUR;Thursday;10;Friday;15;Mileage expense;FR;Orvault;true;null;11;1
46,65;46,65;null;EUR;Tuesday;11;Tuesday;16;Mileage expense;FR;Noyal-ChÃ¢tillon-sur-Seiche;true;null;11;1
423,92;423,92;null;EUR;Monday;12;Wednesday;12;Mileage expense;FR;Lorient;true;null;13;1
10,08;10,08;null;EUR;Friday;11;Tuesday;16;Mileage expense;FR;Jard-sur-Mer;true;null;11;1
158,73;158,73;null;EUR;Friday;10;Friday;14;Mileage expense;FR;Orvault;true;null;11;1
43,5;30;1,552;EUR;Friday;23;Monday;8;Lunch;FR;Paris;false;Pizza Pino;11;1
22;22;null;EUR;Wednesday;15;Wednesday;16;Parking;FR;null;false;null;12;1
5,3;5,3;19,9;EUR;Tuesday;11;Thursday;15;PEAGE /PARKING;FR;null;false;null;11;1
10,5;10,5;20;EUR;Friday;12;Friday;9;PEAGE /PARKING;FR;marseille;false;;12;1
9;9;null;EUR;Monday;6;Monday;6;Parking Neo;LU;Luxembourg;false;;13;1
100;100;10;EUR;Monday;23;Tuesday;16;Meals;FR;null;false;null;11;1
9;9;null;EUR;Thursday;16;Friday;13;Services;ES;Madrid;false;Correos;11;1
109,9;109,9;20;EUR;Friday;11;Tuesday;14;Meals;FR;Metz;false;Botanic;11;1
44,9;44,9;20;EUR;Saturday;13;Sunday;15;Equipment;FR;Nantes;false;Castorama;12;1
66,2;66,2;null;EUR;Friday;11;Wednesday;9;Mileage expense;FR;Metz;true;null;11;1
177,25;177,25;null;CHF;Friday;11;Friday;12;Fuel;FR;null;false;null;11;1
47,85;47,85;null;EUR;Saturday;20;Monday;11;Taxi;FR;Paris;false;Uber;11;1
29,99;29,99;20;EUR;Saturday;12;Wednesday;12;Services;FR;;false;;13;1
20;20;10;EUR;Tuesday;10;Monday;18;MEALS - BREAKFAST (WITHOUT NIGHT);FR;;true;Lannexe-chalons;13;1
10,2;10,2;null;EUR;Saturday;0;Wednesday;14;Flight;FR;null;false;null;null;1
325,75;325,75;null;AED;Wednesday;21;Thursday;12;Car;AE;Dubai;false;Orange;13;1
75,66;75,66;null;EUR;Thursday;11;Thursday;18;5- Misc;FR;null;false;null;11;1
106,51;106,51;10;AUD;Saturday;0;Wednesday;4;Locomotions;AU;Brisbane;false;Queensplaza;11;1
15;15;null;EUR;Wednesday;8;Friday;3;REPAS REUNION;FR;null;false;null;11;1
34;34;null;EUR;Tuesday;11;Tuesday;9;Fuel;ES;null;false;null;11;1
10,2;10,2;null;EUR;Saturday;0;Wednesday;14;Flight;FR;null;false;null;null;1
22;22;10;EUR;Saturday;16;Wednesday;12;Parking;FR;Paris;false;Looking;0;1
48;48;2,1;EUR;Friday;11;Wednesday;12;Parking;FR;Paris;false;Looking;0;1
25,01;25,01;10;EUR;Friday;8;Friday;15;Misc;FR;Bordeaux;false;Pharmacie Des Thermes;13;1
103,85;103,85;null;CHF;Monday;0;Monday;6;Fuel;CH;Horgen;false;Ruedi RÃ¼ssel Tankstelle;13;1
5,55;5,55;5,5;EUR;Tuesday;16;Monday;12;Meals;FR;Paris;false;Paul;13;1
150;150;30;EUR;Wednesday;11;Wednesday;4;Flight;DE;null;false;null;11;1
18,09;18,09;null;EUR;Monday;10;Thursday;9;Mileage expense;FR;Saint-Didier-au-Mont-d'Or;true;null;11;1
93;93;10;EUR;Wednesday;11;Thursday;8;Entertainment;FR;null;false;null;11;1
150;150;30;EUR;Tuesday;11;Tuesday;16;Flight;DE;null;false;null;11;1
155;155;20;EUR;Wednesday;13;Wednesday;18;Miscelleanous;FR;Boulogne Billancourt;false;La Poste;11;1
211,63;211,63;21;EUR;Wednesday;10;Thursday;8;Lodging;ES;Lorca;false;Diamant;13;1
45;45;null;EUR;Wednesday;10;Monday;15;Events / Entertainment / Services;DE;null;false;null;11;1
138,72;138,72;null;EUR;Saturday;9;Saturday;9;Mileage expense;FR;Serres-Castet;true;null;13;1
18,17;18,17;null;EUR;Monday;11;Saturday;17;Mileage expense;FR;260 Rue Roger Vassieux, Flins-sur-Seine, France;true;null;11;1
10,01;10,01;20;EUR;Friday;15;Wednesday;14;Fuel;FR;;false;Super U;12;1
214,46;214,46;null;EUR;Wednesday;11;Thursday;14;DIVERS;FR;null;false;null;11;1
10,2;10,2;null;EUR;Saturday;0;Monday;17;Flight;FR;null;false;null;null;1
10,2;10,2;null;EUR;Saturday;0;Monday;17;Flight;FR;null;false;null;null;1
11,1;11,1;20;EUR;Tuesday;17;Tuesday;12;Toll;FR;null;false;Cofiroute;12;1
370,5;370,5;20;EUR;Friday;6;Friday;9;Toll;FR;Nanterre;false;Vinci Autoroutes;11;1
169,51;169,51;null;EUR;Thursday;11;Tuesday;11;Mileage expense;FR;Poitiers;true;null;13;1
11,2;11,2;null;EUR;Thursday;23;Thursday;15;Parking;FR;null;true;Park;11;1
2,7;2,7;null;EUR;Monday;10;Monday;11;Highway toll charges;FR;null;false;null;11;1
73,99;73,99;21;EUR;Monday;15;Monday;20;Misc;ES;Barcelona;false;Noray;12;1
31;31;1,449;EUR;Thursday;11;Thursday;15;Reception fees;FR;LA CHAPELLE UREE;false;LE RELAIS GOURMAND;11;1
128,6;128,6;10;EUR;Thursday;12;Wednesday;9;Reception fees;FR;marolles les st calais;false;Sarl Le Gout Du Jour;12;1
3,8;3,8;null;EUR;Wednesday;22;Wednesday;22;Train;FR;;false;Gvb berlin;13;1
899;899;20;EUR;Friday;16;Sunday;19;Equipment;FR;Paris;false;Boulanger;13;1
526,97;526,97;null;EUR;Wednesday;7;Wednesday;8;Flight;ES;Barcelona;false;Vueling;11;1
36,71;36,71;null;EUR;Wednesday;11;Wednesday;18;Taxi;FR;;true;Uber;13;1
66;66;20;EUR;Monday;16;Tuesday;9;Equipment;FR;Rixheim;false;Nkdiffusion;11;1
10,2;10,2;null;EUR;Saturday;0;Friday;15;Flight;FR;null;false;null;null;1
10,2;10,2;null;EUR;Saturday;0;Friday;15;Flight;FR;null;false;null;null;1
5,33;5,33;null;EUR;Friday;11;Monday;11;Mileage expense;ES;San Roque;true;null;12;1
17,24;17,24;null;EUR;Tuesday;11;Tuesday;11;Mileage expense;ES;Tarragona;true;null;12;1
15,9;15,9;10;EUR;Thursday;10;Thursday;6;Meals;FR;Saintes;false;Plateau;13;1
355;355;0,955;EUR;Thursday;10;Tuesday;12;Meals;DE;null;false;null;11;1
3;3;null;EUR;Friday;11;Friday;10;Meals;FR;null;false;null;11;1
66,68;66,68;15,4;EUR;Monday;16;Monday;16;Carburant VP;FR;;false;Carrefour;12;1
46,15;46,15;null;EUR;Sunday;11;Monday;10;31-Taxi;FR;null;false;null;11;1
11;11;null;EUR;Wednesday;11;Friday;9;31-Taxi;FR;null;false;null;11;1
12,5;12,5;10;EUR;Saturday;12;Thursday;10;Meals;FR;Paris;true;Paul;11;1
15;15;10;EUR;Tuesday;11;Tuesday;15;Meals;FR;MÃ©rignac;false;Reignac;11;1
